volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium reflexum Hett. & Sookch.,This is currently accepted.,"EASTERN: Buri Ram (type: Hetterscheid H.AR. 216-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05074,2025-10-20T18:57:23.325335+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium adnatum Hett. & Sookch.,This is currently accepted.,"EASTERN: Ubon Ratchathani (type: Sizemore cult. sub. Hetterscheid H.AR. 338-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05055,2025-10-20T18:57:25.881967+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium medusae Hett. & Sookch.,This is currently accepted.,"CENTRAL: Lop Buri (type: Hetterscheid H.AR. 226-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05070,2025-10-20T18:57:28.835412+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,"Typhonium pusillum Sookch., V.D.Nguyen & Hett.",This is currently accepted.,"NORTH-EASTERN: Mukdahan (type: Pooma 1664, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05073,2025-10-20T18:57:31.683477+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium gagnepainii J.Murata & Sookch.,This is currently accepted.,"NORTH-EASTERN: Mukdahan (type: Kerr 21442, holotype -K, isotype -BK); SOUTH-WESTERN: Kanchanaburi (type: Larsen, Smitinand & Warncke 1533, holotype -BKF, isotype -AAU).",Cambodia.,"Rocky, deciduous forests; ca 200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05065,2025-10-20T18:57:34.497867+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium bognerianum J.Murata & Sookch.,This is currently accepted.,"NORTH-EASTERN: Nakhon Ratchasima (type: Kerr 20501, holotype -K, isotype -BK), Maha Sarakham.",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05058,2025-10-20T18:57:37.304547+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,"Typhonium watanabei J.Murata, Sookch. & Hett.",This is currently accepted.,"EASTERN: Nakhon Ratchasima; PENINSULAR: Chumphon (type: Haniff & Nur 4253, holotype -SING, isotype -K).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05085,2025-10-20T18:57:40.312851+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium varians Hett. & Sookch.,This is currently accepted.,"NORTHERN: Tak (type: Hetterscheid H.AR. 233-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05083,2025-10-20T18:57:43.125896+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium flagelliforme (G.Lodd.) Blume,This is currently accepted.,NORTH-EASTERN: Loei; EASTERN: Ubon Ratchathani; PENINSULAR: Chumphon.,NE India through SW China to Myanmar and south through Malesia (type of,"Ruderal habitats, in shallow water by streams and moist meadows, often in ditches and along field margins, less often in wet open forests; 0–350 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05064,2025-10-20T18:57:45.710095+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium echinulatum Hett. & Sookch.,This is currently accepted.,"CENTRAL: Lop Buri (type: Hetterscheid H.AR. 218-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05062,2025-10-20T18:57:48.489238+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium sagittariifolium Gagnep.,This is currently accepted.,"CENTRAL: Lop Buri, Saraburi (type: Kerr 10696a, holotype -K, isotype -BK).",Endemic.,Mixed deciduous forests on limestone.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05076,2025-10-20T18:57:51.111193+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium conchiforme Hett. & A.Galloway,This is currently accepted.,"NORTHERN: Tak (type: Hetterscheid H.AR. 418-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05059,2025-10-20T18:57:53.782457+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,"Typhonium saraburiense Sookch., Hett. & J.Murata",This is currently accepted.,"CENTRAL: Saraburi (type: Sookchaloem 3508, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05077,2025-10-20T18:57:56.836379+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium roxburghii Schott,This is currently accepted.,NORTHERN: (records); PENINSULAR: Phangnga.,"Widespread throughout tropical and subtropical Asia, from India (type, and of","Ruderal, sometimes on limestone; ca 50 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05075,2025-10-20T18:57:59.643986+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium trilobatum (L.) Schott,This is currently accepted.,"CENTRAL: Krung Thep Maha Nakhon (Bangkok) (Thon Buri); SOUTH-EASTERN: Chanthaburi, Chon Buri; SOUTH-WESTERN: Kanchanaburi; PENINSULAR: Nakhon Si Thammarat, Trang.",Widespread from India (type and type of,"Ruderal, low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05081,2025-10-20T18:58:02.451250+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium digitatum Hett. & Sookch.,This is currently accepted.,"EASTERN: Buri Ram (type: Hetterscheid H.AR. 215-T, holotype -BKF).",Endemic.,Not record.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05061,2025-10-20T18:58:05.373635+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium filiforme Ridl.,This is currently accepted.,SOUTH-WESTERN: Kanchanaburi.,Peninsular Malaysia (type).,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05063,2025-10-20T18:58:07.993205+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium subglobosum Hett. & Sookch.,This is currently accepted.,"SOUTH-EASTERN: Sa Kaeo (type: Hetterscheid H.AR. 179-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05080,2025-10-20T18:58:10.927703+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium glaucum Hett. & Sookch.,This is currently accepted.,"SOUTH-EASTERN: Sa Kaeo (type: Hetterscheid H.AR. 182-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05067,2025-10-20T18:58:13.685258+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium albidinervum C.Z.Tang & H.Li,This is currently accepted.,NORTHERN: Chiang Mai.,"S China (type), Laos.",Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05056,2025-10-20T18:58:16.425530+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium cordifolium S.Y.Hu,This is currently accepted.,"NORTHERN: Nakhon Sawan; SOUTH-WESTERN: Kanchanaburi (type: Larsen 10577, holotype -C, isotype -BKF), Phetchaburi, Ratchaburi; PENINSULAR: Surat Thani.",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05060,2025-10-20T18:58:19.203830+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium tubispathum Hett. & A.Galloway,This is currently accepted.,"NORTHERN: Tak (type: Sinhabaedya CS-0201410 cult. sub. Hetterscheid H.AR. 469-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05082,2025-10-20T18:58:22.017488+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium violifolium Gagnep.,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi, Ratchaburi, Phetchaburi; PENINSULAR: Surat Thani (type: Put 723, lectotype -K, isolectotype -BK).",Myanmar.,Mixed evergreen forests on limestone; 50–350 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05084,2025-10-20T18:58:24.886111+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium sinhabaedyai Hett. & A.Galloway,This is currently accepted.,"NORTHERN: Tak (type: Sinhabaedya CS-0201403 cult. sub. Hetterscheid H.AR. 445-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05078,2025-10-20T18:58:27.704046+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium acetosella Gagnep.,This is currently accepted.,"NORTH-EASTERN: Nakhon Phanom (type: Kerr 21525, lectotype -K, isolectotype -BK), Roi Et.","Cambodia, Laos, Vietnam.",Open rocky ground; ca 100 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05054,2025-10-20T18:58:30.302462+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium orbifolium Hett. & Sookch.,This is currently accepted.,"CENTRAL: Lop Buri (type: Hetterscheid H.AR. 227-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05071,2025-10-20T18:58:32.962841+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium griseum Hett. & Sookch.,This is currently accepted.,"SOUTH-EASTERN: Chon Buri (Hetterscheid H.AR. 44-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05068,2025-10-20T18:58:35.754173+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium laoticum Gagnep.,This is currently accepted.,"NORTH-EASTERN: Mukdahan, Nakhon Phanom (type: Kerr 21453, lectotype -K, isolectotype -BK).",Laos (type),Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05069,2025-10-20T18:58:38.229227+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium acetosella Gagnep.,This is currently accepted.,"NORTH-EASTERN: Nakhon Phanom (type: Kerr 21525, lectotype -K, isolectotype -BK), Roi Et.","Cambodia, Laos, Vietnam.",Open rocky ground; ca 100 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05054,2025-10-20T18:58:41.096299+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium adnatum Hett. & Sookch.,This is currently accepted.,"EASTERN: Ubon Ratchathani (type: Sizemore cult. sub. Hetterscheid H.AR. 338-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05055,2025-10-20T18:58:43.757903+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium albidinervum C.Z.Tang & H.Li,This is currently accepted.,NORTHERN: Chiang Mai.,"S China (type), Laos.",Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05056,2025-10-20T18:58:46.669854+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium albispathum Bogner,This is currently accepted.,"PENINSULAR: Phangnga (type: Larsen 33700, holotype -AAU, isotype -M).",Endemic.,"Evergreen hill forests on limestone; 1,000–1,300 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05057,2025-10-20T18:58:49.504499+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium bognerianum J.Murata & Sookch.,This is currently accepted.,"NORTH-EASTERN: Nakhon Ratchasima (type: Kerr 20501, holotype -K, isotype -BK), Maha Sarakham.",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05058,2025-10-20T18:58:52.263884+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium conchiforme Hett. & A.Galloway,This is currently accepted.,"NORTHERN: Tak (type: Hetterscheid H.AR. 418-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05059,2025-10-20T18:58:54.895107+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium cordifolium S.Y.Hu,This is currently accepted.,"NORTHERN: Nakhon Sawan; SOUTH-WESTERN: Kanchanaburi (type: Larsen 10577, holotype -C, isotype -BKF), Phetchaburi, Ratchaburi; PENINSULAR: Surat Thani.",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05060,2025-10-20T18:58:57.916240+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium digitatum Hett. & Sookch.,This is currently accepted.,"EASTERN: Buri Ram (type: Hetterscheid H.AR. 215-T, holotype -BKF).",Endemic.,Not record.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05061,2025-10-20T18:59:00.524178+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium echinulatum Hett. & Sookch.,This is currently accepted.,"CENTRAL: Lop Buri (type: Hetterscheid H.AR. 218-T, holotype -BKF).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05062,2025-10-20T18:59:03.101609+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium filiforme Ridl.,This is currently accepted.,SOUTH-WESTERN: Kanchanaburi.,Peninsular Malaysia (type).,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05063,2025-10-20T18:59:05.568583+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium flagelliforme (G.Lodd.) Blume,This is currently accepted.,NORTH-EASTERN: Loei; EASTERN: Ubon Ratchathani; PENINSULAR: Chumphon.,NE India through SW China to Myanmar and south through Malesia (type of,"Ruderal habitats, in shallow water by streams and moist meadows, often in ditches and along field margins, less often in wet open forests; 0–350 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05064,2025-10-20T18:59:08.248239+00:00
11,Araceae,26. Typhonium,Typhonium,26.0,Typhonium gagnepainii J.Murata & Sookch.,This is currently accepted.,"NORTH-EASTERN: Mukdahan (type: Kerr 21442, holotype -K, isotype -BK); SOUTH-WESTERN: Kanchanaburi (type: Larsen, Smitinand & Warncke 1533, holotype -BKF, isotype -AAU).",Cambodia.,"Rocky, deciduous forests; ca 200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Typhonium&tdcode=05053,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05065,2025-10-20T18:59:11.222241+00:00
